ID;SKU;Producto Nombre;Marca;Línea / Variante;Presentación / Formato;Categoría;Subcategoría;Contenido Neto;Unidad;EAN / Código de Barras;Costo sin IVA;Costo con IVA;Precio de Venta
909;TAB-CAM-BLU-12UNX;Camel Blue Atado x12;Camel;Blue;Atado x12;Tabaco;Cigarrillos;12;un;;$ 2.088,29;$ 2.526,83;$ 4.565,60
910;TAB-CAM-BLU-20UNX;Camel Blue Atado x20;Camel;Blue;Atado x20;Tabaco;Cigarrillos;20;un;;$ 2.452,36;$ 2.967,36;$ 5.190,19
911;TAB-CAM-BLU-25UNX;Camel Blue Atado x25;Camel;Blue;Atado x25;Tabaco;Cigarrillos;25;un;;$ 3.773,66;$ 4.566,13;$ 7.810,49
912;TAB-CAM-BLU-10ATA;Camel Blue Cartón x10 atados;Camel;Blue;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 3.664,06;$ 4.433,51;$ 7.825,81
913;TAB-CAM-BLU-20ATA;Camel Blue Cartón x20 atados;Camel;Blue;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 3.657,72;$ 4.425,84;$ 7.292,54
914;TAB-CAM-ACT-10UNX;Camel Activate Atado x10;Camel;Activate;Atado x10;Tabaco;Cigarrillos;10;un;;$ 3.009,84;$ 3.641,91;$ 5.500,12
915;TAB-CAM-ACT-12UNX;Camel Activate Atado x12;Camel;Activate;Atado x12;Tabaco;Cigarrillos;12;un;;$ 2.861,89;$ 3.462,89;$ 5.843,10
916;TAB-CAM-ACT-20UNX;Camel Activate Atado x20;Camel;Activate;Atado x20;Tabaco;Cigarrillos;20;un;;$ 1.072,30;$ 1.297,48;$ 2.224,42
917;TAB-CAM-ACT-25UNX;Camel Activate Atado x25;Camel;Activate;Atado x25;Tabaco;Cigarrillos;25;un;;$ 3.841,10;$ 4.647,73;$ 7.890,08
918;TAB-CAM-ACT-10ATA;Camel Activate Cartón x10 atados;Camel;Activate;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 2.482,13;$ 3.003,38;$ 4.614,53
919;TAB-CAM-ACT-20ATA;Camel Activate Cartón x20 atados;Camel;Activate;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 3.077,72;$ 3.724,04;$ 5.541,29
920;TAB-PAR-NIG-10UNX;Parliament Night Blue Atado x10;Parliament;Night Blue;Atado x10;Tabaco;Cigarrillos;10;un;;$ 1.549,42;$ 1.874,80;$ 2.667,82
921;TAB-PAR-NIG-12UNX;Parliament Night Blue Atado x12;Parliament;Night Blue;Atado x12;Tabaco;Cigarrillos;12;un;;$ 4.084,64;$ 4.942,41;$ 8.794,04
922;TAB-PAR-NIG-20UNX;Parliament Night Blue Atado x20;Parliament;Night Blue;Atado x20;Tabaco;Cigarrillos;20;un;;$ 3.246,72;$ 3.928,53;$ 6.440,38
923;TAB-PAR-NIG-25UNX;Parliament Night Blue Atado x25;Parliament;Night Blue;Atado x25;Tabaco;Cigarrillos;25;un;;$ 1.848,72;$ 2.236,95;$ 3.438,95
924;TAB-PAR-NIG-10ATA;Parliament Night Blue Cartón x10 atados;Parliament;Night Blue;Cartón x10;Tabaco;Cigarrillos;10;atados;;$ 2.292,63;$ 2.774,08;$ 4.832,06
925;TAB-PAR-NIG-20ATA;Parliament Night Blue Cartón x20 atados;Parliament;Night Blue;Cartón x20;Tabaco;Cigarrillos;20;atados;;$ 951,24;$ 1.151,00;$ 1.659,33
926;TAB-BIC-MIN-1UNX;Bic Encendedor Mini;Bic;Mini;Unidad;Tabaco;Accesorios;1;un;;$ 3.166,29;$ 3.831,21;$ 5.334,78
927;TAB-BIC-CLÁ-1UNX;Bic Encendedor Clásico;Bic;Clásico;Unidad;Tabaco;Accesorios;1;un;;$ 2.827,84;$ 3.421,69;$ 5.071,44
928;TAB-CLI-MIN-1UNX;Clipper Encendedor Mini;Clipper;Mini;Unidad;Tabaco;Accesorios;1;un;;$ 1.156,32;$ 1.399,15;$ 2.311,47
929;TAB-CLI-CLÁ-1UNX;Clipper Encendedor Clásico;Clipper;Clásico;Unidad;Tabaco;Accesorios;1;un;;$ 3.986,35;$ 4.823,48;$ 7.416,63
930;TAB-TRE-CAJ-1UNX;Tres Patitos Fósforos Caja chica;Tres Patitos;Caja chica;Unidad;Tabaco;Accesorios;1;un;;$ 1.425,62;$ 1.725,00;$ 3.223,68
931;TAB-TRE-CAJ-1UNX-2;Tres Patitos Fósforos Caja grande;Tres Patitos;Caja grande;Unidad;Tabaco;Accesorios;1;un;;$ 1.918,17;$ 2.320,99;$ 3.656,30
932;TAB-CAN-CAJ-1UNX;Candela Fósforos Caja chica;Candela;Caja chica;Unidad;Tabaco;Accesorios;1;un;;$ 3.866,71;$ 4.678,72;$ 6.497,77
933;TAB-CAN-CAJ-1UNX-2;Candela Fósforos Caja grande;Candela;Caja grande;Unidad;Tabaco;Accesorios;1;un;;$ 3.809,02;$ 4.608,91;$ 6.743,29
934;TAB-OCB-PAP-1UNX-P1;OCB Papel para armar Pack x1;OCB;Papel para armar;Pack x1;Tabaco;Accesorios;1;un;;$ 940,62;$ 1.138,15;$ 1.856,46
935;TAB-OCB-PAP-5UNX-P5;OCB Papel para armar Pack x5;OCB;Papel para armar;Pack x5;Tabaco;Accesorios;5;un;;$ 3.489,28;$ 4.222,03;$ 6.754,04
936;TAB-OCB-PAP-10UNX-P10;OCB Papel para armar Pack x10;OCB;Papel para armar;Pack x10;Tabaco;Accesorios;10;un;;$ 3.341,19;$ 4.042,84;$ 7.068,26
937;TAB-RIZ-PAP-1UNX-P1;Rizla Papel para armar Pack x1;Rizla;Papel para armar;Pack x1;Tabaco;Accesorios;1;un;;$ 3.085,13;$ 3.733,01;$ 5.707,47
938;TAB-RIZ-PAP-5UNX-P5;Rizla Papel para armar Pack x5;Rizla;Papel para armar;Pack x5;Tabaco;Accesorios;5;un;;$ 2.189,43;$ 2.649,21;$ 3.924,77
939;TAB-RIZ-PAP-10UNX-P10;Rizla Papel para armar Pack x10;Rizla;Papel para armar;Pack x10;Tabaco;Accesorios;10;un;;$ 2.084,03;$ 2.521,68;$ 4.098,37
940;TAB-GIZ-FIL-1UNX-P1;Gizeh Filtros Pack x1;Gizeh;Filtros;Pack x1;Tabaco;Accesorios;1;un;;$ 3.890,12;$ 4.707,05;$ 7.956,14
941;TAB-GIZ-FIL-2UNX-P2;Gizeh Filtros Pack x2;Gizeh;Filtros;Pack x2;Tabaco;Accesorios;2;un;;$ 2.341,14;$ 2.832,78;$ 3.934,17
942;TAB-GIZ-FIL-5UNX-P5;Gizeh Filtros Pack x5;Gizeh;Filtros;Pack x5;Tabaco;Accesorios;5;un;;$ 1.726,88;$ 2.089,52;$ 3.449,42
943;EMO-ELF-ICE-5000PUF;Elf Bar 5000 puffs Ice Mint (Desechable);Elf Bar;Ice Mint;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 2.816,54;$ 3.408,01;$ 5.274,60
944;EMO-ELF-COO-5000PUF;Elf Bar 5000 puffs Cool Menthol (Desechable);Elf Bar;Cool Menthol;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 5.312,00;$ 6.427,52;$ 9.262,56
945;EMO-ELF-BLU-5000PUF;Elf Bar 5000 puffs Blue Razz Ice (Desechable);Elf Bar;Blue Razz Ice;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 3.121,41;$ 3.776,91;$ 6.356,06
946;EMO-ELF-STR-5000PUF;Elf Bar 5000 puffs Strawberry Kiwi Ice (Desechable);Elf Bar;Strawberry Kiwi Ice;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 3.621,86;$ 4.382,45;$ 8.127,56
947;EMO-ELF-WAT-5000PUF;Elf Bar 5000 puffs Watermelon Ice (Desechable);Elf Bar;Watermelon Ice;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 13.746,66;$ 16.633,46;$ 25.344,74
948;EMO-ELF-MAN-5000PUF;Elf Bar 5000 puffs Mango Ice (Desechable);Elf Bar;Mango Ice;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 9.352,38;$ 11.316,38;$ 17.233,26
949;EMO-ELF-PEA-5000PUF;Elf Bar 5000 puffs Peach Ice (Desechable);Elf Bar;Peach Ice;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 8.596,84;$ 10.402,18;$ 14.363,22
950;EMO-ELF-GRA-5000PUF;Elf Bar 5000 puffs Grape Ice (Desechable);Elf Bar;Grape Ice;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 3.348,60;$ 4.051,81;$ 7.575,65
951;EMO-ELF-BAN-5000PUF;Elf Bar 5000 puffs Banana Ice (Desechable);Elf Bar;Banana Ice;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 5.510,05;$ 6.667,16;$ 11.262,57
952;EMO-ELF-PIN-5000PUF;Elf Bar 5000 puffs Pineapple Ice (Desechable);Elf Bar;Pineapple Ice;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 13.750,56;$ 16.638,18;$ 29.896,75
953;EMO-ELF-APP-5000PUF;Elf Bar 5000 puffs Apple Ice (Desechable);Elf Bar;Apple Ice;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 13.578,53;$ 16.430,02;$ 22.485,62
954;EMO-ELF-BER-5000PUF;Elf Bar 5000 puffs Berry Mix (Desechable);Elf Bar;Berry Mix;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 5.926,65;$ 7.171,25;$ 11.071,53
955;EMO-ELF-CHE-5000PUF;Elf Bar 5000 puffs Cherry Ice (Desechable);Elf Bar;Cherry Ice;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 3.121,31;$ 3.776,79;$ 6.438,72
956;EMO-ELF-LEM-5000PUF;Elf Bar 5000 puffs Lemon Lime (Desechable);Elf Bar;Lemon Lime;Desechable (5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 11.050,67;$ 13.371,31;$ 20.830,81
957;EMO-ELF-BLU-5000PUF-P2;Elf Bar 5000 puffs Blue Razz Ice Pack x2;Elf Bar;Blue Razz Ice;Pack x2 (Desechable 5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 13.838,85;$ 16.745,01;$ 30.233,45
958;EMO-ELF-MAN-5000PUF-P5;Elf Bar 5000 puffs Mango Ice Pack x5;Elf Bar;Mango Ice;Pack x5 (Desechable 5000 puffs);EMON;Vape Desechable;5000;puffs;;$ 3.223,83;$ 3.900,83;$ 7.254,24
959;EMO-ELF-ICE-10000PUF;Elf Bar 10000 puffs Ice Mint (Desechable);Elf Bar;Ice Mint;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 8.653,52;$ 10.470,76;$ 17.162,88
960;EMO-ELF-COO-10000PUF;Elf Bar 10000 puffs Cool Menthol (Desechable);Elf Bar;Cool Menthol;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 2.950,20;$ 3.569,74;$ 5.131,83
961;EMO-ELF-BLU-10000PUF;Elf Bar 10000 puffs Blue Razz Ice (Desechable);Elf Bar;Blue Razz Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 8.707,62;$ 10.536,22;$ 17.190,08
962;EMO-ELF-STR-10000PUF;Elf Bar 10000 puffs Strawberry Kiwi Ice (Desechable);Elf Bar;Strawberry Kiwi Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 9.112,51;$ 11.026,14;$ 16.180,83
963;EMO-ELF-WAT-10000PUF;Elf Bar 10000 puffs Watermelon Ice (Desechable);Elf Bar;Watermelon Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 14.120,15;$ 17.085,38;$ 25.021,10
964;EMO-ELF-MAN-10000PUF;Elf Bar 10000 puffs Mango Ice (Desechable);Elf Bar;Mango Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 9.791,31;$ 11.847,49;$ 16.704,86
965;EMO-ELF-PEA-10000PUF;Elf Bar 10000 puffs Peach Ice (Desechable);Elf Bar;Peach Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 13.699,27;$ 16.576,12;$ 25.382,20
966;EMO-ELF-GRA-10000PUF;Elf Bar 10000 puffs Grape Ice (Desechable);Elf Bar;Grape Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 5.354,00;$ 6.478,34;$ 9.038,52
967;EMO-ELF-BAN-10000PUF;Elf Bar 10000 puffs Banana Ice (Desechable);Elf Bar;Banana Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 11.274,59;$ 13.642,25;$ 19.783,87
968;EMO-ELF-PIN-10000PUF;Elf Bar 10000 puffs Pineapple Ice (Desechable);Elf Bar;Pineapple Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 6.115,43;$ 7.399,67;$ 10.004,41
969;EMO-ELF-APP-10000PUF;Elf Bar 10000 puffs Apple Ice (Desechable);Elf Bar;Apple Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 10.746,60;$ 13.003,39;$ 21.485,40
970;EMO-ELF-BER-10000PUF;Elf Bar 10000 puffs Berry Mix (Desechable);Elf Bar;Berry Mix;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 10.223,44;$ 12.370,36;$ 21.995,73
971;EMO-ELF-CHE-10000PUF;Elf Bar 10000 puffs Cherry Ice (Desechable);Elf Bar;Cherry Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 9.760,48;$ 11.810,18;$ 16.847,65
972;EMO-ELF-LEM-10000PUF;Elf Bar 10000 puffs Lemon Lime (Desechable);Elf Bar;Lemon Lime;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 9.462,91;$ 11.450,12;$ 15.718,89
973;EMO-ELF-BLU-10000PUF-P2;Elf Bar 10000 puffs Blue Razz Ice Pack x2;Elf Bar;Blue Razz Ice;Pack x2 (Desechable 10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 10.793,63;$ 13.060,29;$ 21.493,28
974;EMO-ELF-MAN-10000PUF-P5;Elf Bar 10000 puffs Mango Ice Pack x5;Elf Bar;Mango Ice;Pack x5 (Desechable 10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 11.492,69;$ 13.906,15;$ 18.891,89
975;EMO-ELF-ICE-15000PUF;Elf Bar 15000 puffs Ice Mint (Desechable);Elf Bar;Ice Mint;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 9.567,83;$ 11.577,07;$ 18.443,95
976;EMO-ELF-COO-15000PUF;Elf Bar 15000 puffs Cool Menthol (Desechable);Elf Bar;Cool Menthol;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 5.696,88;$ 6.893,22;$ 9.433,60
977;EMO-ELF-BLU-15000PUF;Elf Bar 15000 puffs Blue Razz Ice (Desechable);Elf Bar;Blue Razz Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 4.074,95;$ 4.930,69;$ 7.413,39
978;EMO-ELF-STR-15000PUF;Elf Bar 15000 puffs Strawberry Kiwi Ice (Desechable);Elf Bar;Strawberry Kiwi Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 3.806,50;$ 4.605,86;$ 7.542,57
979;EMO-ELF-WAT-15000PUF;Elf Bar 15000 puffs Watermelon Ice (Desechable);Elf Bar;Watermelon Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 6.383,20;$ 7.723,67;$ 14.309,70
980;EMO-ELF-MAN-15000PUF;Elf Bar 15000 puffs Mango Ice (Desechable);Elf Bar;Mango Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 10.403,26;$ 12.587,94;$ 19.303,03
981;EMO-ELF-PEA-15000PUF;Elf Bar 15000 puffs Peach Ice (Desechable);Elf Bar;Peach Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 14.999,77;$ 18.149,72;$ 30.713,64
982;EMO-ELF-GRA-15000PUF;Elf Bar 15000 puffs Grape Ice (Desechable);Elf Bar;Grape Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 3.949,08;$ 4.778,39;$ 7.518,19
983;EMO-ELF-BAN-15000PUF;Elf Bar 15000 puffs Banana Ice (Desechable);Elf Bar;Banana Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 6.265,93;$ 7.581,78;$ 13.296,39
984;EMO-ELF-PIN-15000PUF;Elf Bar 15000 puffs Pineapple Ice (Desechable);Elf Bar;Pineapple Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 7.401,03;$ 8.955,25;$ 12.452,41
985;EMO-ELF-APP-15000PUF;Elf Bar 15000 puffs Apple Ice (Desechable);Elf Bar;Apple Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 10.746,94;$ 13.003,80;$ 22.784,16
986;EMO-ELF-BER-15000PUF;Elf Bar 15000 puffs Berry Mix (Desechable);Elf Bar;Berry Mix;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 7.620,01;$ 9.220,21;$ 15.520,43
987;EMO-ELF-CHE-15000PUF;Elf Bar 15000 puffs Cherry Ice (Desechable);Elf Bar;Cherry Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 5.500,19;$ 6.655,23;$ 10.670,07
988;EMO-ELF-LEM-15000PUF;Elf Bar 15000 puffs Lemon Lime (Desechable);Elf Bar;Lemon Lime;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 6.372,41;$ 7.710,62;$ 13.668,41
989;EMO-ELF-BLU-15000PUF-P2;Elf Bar 15000 puffs Blue Razz Ice Pack x2;Elf Bar;Blue Razz Ice;Pack x2 (Desechable 15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 11.114,38;$ 13.448,40;$ 23.757,86
990;EMO-ELF-MAN-15000PUF-P5;Elf Bar 15000 puffs Mango Ice Pack x5;Elf Bar;Mango Ice;Pack x5 (Desechable 15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 12.761,95;$ 15.441,96;$ 23.734,47
991;EMO-ELF-ICE-20000PUF;Elf Bar 20000 puffs Ice Mint (Desechable);Elf Bar;Ice Mint;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 8.088,04;$ 9.786,53;$ 15.503,00
992;EMO-ELF-COO-20000PUF;Elf Bar 20000 puffs Cool Menthol (Desechable);Elf Bar;Cool Menthol;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 12.858,68;$ 15.559,00;$ 27.162,81
993;EMO-ELF-BLU-20000PUF;Elf Bar 20000 puffs Blue Razz Ice (Desechable);Elf Bar;Blue Razz Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 8.545,79;$ 10.340,41;$ 17.936,12
994;EMO-ELF-STR-20000PUF;Elf Bar 20000 puffs Strawberry Kiwi Ice (Desechable);Elf Bar;Strawberry Kiwi Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 10.646,27;$ 12.881,99;$ 21.246,68
995;EMO-ELF-WAT-20000PUF;Elf Bar 20000 puffs Watermelon Ice (Desechable);Elf Bar;Watermelon Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 11.723,40;$ 14.185,31;$ 19.490,29
996;EMO-ELF-MAN-20000PUF;Elf Bar 20000 puffs Mango Ice (Desechable);Elf Bar;Mango Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 4.560,37;$ 5.518,05;$ 8.307,49
997;EMO-ELF-PEA-20000PUF;Elf Bar 20000 puffs Peach Ice (Desechable);Elf Bar;Peach Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 13.581,97;$ 16.434,18;$ 30.600,18
998;EMO-ELF-GRA-20000PUF;Elf Bar 20000 puffs Grape Ice (Desechable);Elf Bar;Grape Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 11.699,98;$ 14.156,98;$ 22.258,17
999;EMO-ELF-BAN-20000PUF;Elf Bar 20000 puffs Banana Ice (Desechable);Elf Bar;Banana Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 6.132,69;$ 7.420,55;$ 10.873,09
1000;EMO-ELF-PIN-20000PUF;Elf Bar 20000 puffs Pineapple Ice (Desechable);Elf Bar;Pineapple Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 7.207,86;$ 8.721,51;$ 15.016,06
1001;EMO-ELF-APP-20000PUF;Elf Bar 20000 puffs Apple Ice (Desechable);Elf Bar;Apple Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 8.337,52;$ 10.088,40;$ 18.266,18
1002;EMO-ELF-BER-20000PUF;Elf Bar 20000 puffs Berry Mix (Desechable);Elf Bar;Berry Mix;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 12.342,04;$ 14.933,87;$ 21.377,18
1003;EMO-ELF-CHE-20000PUF;Elf Bar 20000 puffs Cherry Ice (Desechable);Elf Bar;Cherry Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 2.504,21;$ 3.030,09;$ 4.991,39
1004;EMO-ELF-LEM-20000PUF;Elf Bar 20000 puffs Lemon Lime (Desechable);Elf Bar;Lemon Lime;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 3.352,16;$ 4.056,11;$ 6.715,09
1005;EMO-ELF-BLU-20000PUF-P2;Elf Bar 20000 puffs Blue Razz Ice Pack x2;Elf Bar;Blue Razz Ice;Pack x2 (Desechable 20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 10.976,87;$ 13.282,01;$ 19.085,72
1006;EMO-ELF-MAN-20000PUF-P5;Elf Bar 20000 puffs Mango Ice Pack x5;Elf Bar;Mango Ice;Pack x5 (Desechable 20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 7.986,99;$ 9.664,26;$ 14.623,04
1007;EMO-ELF-ICE-25000PUF;Elf Bar 25000 puffs Ice Mint (Desechable);Elf Bar;Ice Mint;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 8.982,57;$ 10.868,91;$ 17.388,24
1008;EMO-ELF-COO-25000PUF;Elf Bar 25000 puffs Cool Menthol (Desechable);Elf Bar;Cool Menthol;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 12.975,36;$ 15.700,19;$ 26.409,08
1009;EMO-ELF-BLU-25000PUF;Elf Bar 25000 puffs Blue Razz Ice (Desechable);Elf Bar;Blue Razz Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 5.389,33;$ 6.521,09;$ 11.689,89
1010;EMO-ELF-STR-25000PUF;Elf Bar 25000 puffs Strawberry Kiwi Ice (Desechable);Elf Bar;Strawberry Kiwi Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 7.092,04;$ 8.581,37;$ 14.108,80
1011;EMO-ELF-WAT-25000PUF;Elf Bar 25000 puffs Watermelon Ice (Desechable);Elf Bar;Watermelon Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 7.675,97;$ 9.287,92;$ 16.107,61
1012;EMO-ELF-MAN-25000PUF;Elf Bar 25000 puffs Mango Ice (Desechable);Elf Bar;Mango Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 9.788,81;$ 11.844,46;$ 22.000,82
1013;EMO-ELF-PEA-25000PUF;Elf Bar 25000 puffs Peach Ice (Desechable);Elf Bar;Peach Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 8.868,24;$ 10.730,57;$ 18.784,07
1014;EMO-ELF-GRA-25000PUF;Elf Bar 25000 puffs Grape Ice (Desechable);Elf Bar;Grape Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 12.982,33;$ 15.708,62;$ 21.370,19
1015;EMO-ELF-BAN-25000PUF;Elf Bar 25000 puffs Banana Ice (Desechable);Elf Bar;Banana Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 4.244,53;$ 5.135,88;$ 8.384,66
1016;EMO-ELF-PIN-25000PUF;Elf Bar 25000 puffs Pineapple Ice (Desechable);Elf Bar;Pineapple Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 11.503,03;$ 13.918,67;$ 23.402,78
1017;EMO-ELF-APP-25000PUF;Elf Bar 25000 puffs Apple Ice (Desechable);Elf Bar;Apple Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 5.882,96;$ 7.118,38;$ 13.226,96
1018;EMO-ELF-BER-25000PUF;Elf Bar 25000 puffs Berry Mix (Desechable);Elf Bar;Berry Mix;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 11.497,37;$ 13.911,82;$ 24.900,11
1019;EMO-ELF-CHE-25000PUF;Elf Bar 25000 puffs Cherry Ice (Desechable);Elf Bar;Cherry Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 11.923,58;$ 14.427,53;$ 25.289,27
1020;EMO-ELF-LEM-25000PUF;Elf Bar 25000 puffs Lemon Lime (Desechable);Elf Bar;Lemon Lime;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 5.419,34;$ 6.557,40;$ 9.560,24
1021;EMO-ELF-BLU-25000PUF-P2;Elf Bar 25000 puffs Blue Razz Ice Pack x2;Elf Bar;Blue Razz Ice;Pack x2 (Desechable 25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 5.921,66;$ 7.165,21;$ 11.276,10
1022;EMO-ELF-MAN-25000PUF-P5;Elf Bar 25000 puffs Mango Ice Pack x5;Elf Bar;Mango Ice;Pack x5 (Desechable 25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 5.988,71;$ 7.246,34;$ 9.918,64
1023;EMO-ELF-ICE-30000PUF;Elf Bar 30000 puffs Ice Mint (Desechable);Elf Bar;Ice Mint;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 10.523,75;$ 12.733,74;$ 18.909,94
1024;EMO-ELF-COO-30000PUF;Elf Bar 30000 puffs Cool Menthol (Desechable);Elf Bar;Cool Menthol;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 8.064,58;$ 9.758,14;$ 17.601,90
1025;EMO-ELF-BLU-30000PUF;Elf Bar 30000 puffs Blue Razz Ice (Desechable);Elf Bar;Blue Razz Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 14.370,33;$ 17.388,10;$ 27.295,60
1026;EMO-ELF-STR-30000PUF;Elf Bar 30000 puffs Strawberry Kiwi Ice (Desechable);Elf Bar;Strawberry Kiwi Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 12.207,53;$ 14.771,11;$ 26.867,43
1027;EMO-ELF-WAT-30000PUF;Elf Bar 30000 puffs Watermelon Ice (Desechable);Elf Bar;Watermelon Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 14.314,87;$ 17.320,99;$ 26.496,34
1028;EMO-ELF-MAN-30000PUF;Elf Bar 30000 puffs Mango Ice (Desechable);Elf Bar;Mango Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 7.815,04;$ 9.456,20;$ 16.451,78
1029;EMO-ELF-PEA-30000PUF;Elf Bar 30000 puffs Peach Ice (Desechable);Elf Bar;Peach Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 11.373,23;$ 13.761,61;$ 25.877,28
